,SYMBOL,COMPANY NAME,SERIES,PURPOSE,FACE VALUE,EX-DATE,RECORD DATE,BOOK CLOSURE START DATE,BOOK CLOSURE END DATE,payout_per_s
6,NTPC,NTPC Limited,EQ,Interim Dividend - Rs 2.25 Per Share,10,03-Nov-2023,04-Nov-2023,-,-,2.25
7,NTPC,NTPC Limited,EQ,Dividend - Rs 3 Per Share,10,11-Aug-2023,11-Aug-2023,-,-,3
8,NTPC,NTPC Limited,EQ,Interim Dividend - Rs 4.25 Per Share,10,03-Feb-2023,04-Feb-2023,-,-,4.25
9,NTPC,NTPC Limited,EQ,Dividend - Rs 3 Per Share,10,10-Aug-2022,11-Aug-2022,-,-,3
10,NTPC,NTPC Limited,EQ,Interim Dividend - Rs 4 Per Share,10,03-Feb-2022,05-Feb-2022,-,-,4
12,NTPC,NTPC Limited,EQ, Dividend - Rs 3.15 Per Share,10,08-Sep-2021,10-Sep-2021,-,-,3.15
13,NTPC,NTPC Limited,EQ, Interim Dividend - Rs 3 Per Share,10,11-Feb-2021,12-Feb-2021,-,-,3
16,NTPC,NTPC Limited,EQ, Dividend - Rs 2.65  Per Share,10,13-Aug-2020,14-Aug-2020,-,-,2.65
17,NTPC,NTPC Limited,EQ, Interim Dividend - Rs 0.50 Per Hsare,10,26-Mar-2020,27-Mar-2020,-,-,0.50
18,NTPC,NTPC Limited,EQ, Dividend - Rs 2.50 Per Share,10,13-Aug-2019,-,15-Aug-2019,21-Aug-2019,2.50
0,ONGC,Oil & Natural Gas Corporation Limited,EQ,Interim Dividend - Rs 6 Per Share,5,14-Nov-2025,14-Nov-2025,-,-,6
1,ONGC,Oil & Natural Gas Corporation Limited,EQ,Dividend - Rs 1.25 Per Share,5,04-Sep-2025,04-Sep-2025,-,-,1.25
2,ONGC,Oil & Natural Gas Corporation Limited,EQ,Interim Dividend - Rs 5 Per Share,5,07-Feb-2025,07-Feb-2025,-,-,5
3,ONGC,Oil & Natural Gas Corporation Limited,EQ,Interim Dividend - Rs 6 Per Share,5,19-Nov-2024,20-Nov-2024,-,-,6
4,ONGC,Oil & Natural Gas Corporation Limited,EQ,Dividend - Rs 2.50 Per Share,5,23-Aug-2024,23-Aug-2024,-,-,2.50
5,ONGC,Oil & Natural Gas Corporation Limited,EQ,Interim Dividend - Rs 4 Per Share,5,16-Feb-2024,17-Feb-2024,-,-,4
6,ONGC,Oil & Natural Gas Corporation Limited,EQ,Interim Dividend - Rs 5.75 Per Share,5,21-Nov-2023,21-Nov-2023,-,-,5.75
7,ONGC,Oil & Natural Gas Corporation Limited,EQ,Dividend - Re 0.50 Per Share,5,18-Aug-2023,18-Aug-2023,-,-,0.50
8,ONGC,Oil & Natural Gas Corporation Limited,EQ,Interim Dividend - Rs 4 Per Share,5,24-Feb-2023,24-Feb-2023,-,-,4
9,ONGC,Oil & Natural Gas Corporation Limited,EQ,Interim Dividend - Rs 6.75 Per Share,5,21-Nov-2022,22-Nov-2022,-,-,6.75
10,ONGC,Oil & Natural Gas Corporation Limited,EQ,Dividend - Rs 3.25 Per Share,5,18-Aug-2022,19-Aug-2022,-,-,3.25
11,ONGC,Oil & Natural Gas Corporation Limited,EQ,Interim Dividend - Rs 1.75 Per Share,5,21-Feb-2022,22-Feb-2022,-,-,1.75
12,ONGC,Oil & Natural Gas Corporation Limited,EQ, Interim Dividend - Rs 5.50 Per Share,5,22-Nov-2021,23-Nov-2021,-,-,5.50
13,ONGC,Oil & Natural Gas Corporation Limited,EQ, Dividend - Rs 1.85 Per Share,5,08-Sep-2021,10-Sep-2021,-,-,1.85
14,ONGC,Oil & Natural Gas Corporation Limited,EQ, Interim Dividend - Rs 1.75 Per Share,5,17-Feb-2021,20-Feb-2021,-,-,1.75
15,ONGC,Oil & Natural Gas Corporation Limited,EQ, Interim Dividend - Rs 5 Per Share,5,23-Mar-2020,24-Mar-2020,-,-,5
16,ONGC,Oil & Natural Gas Corporation Limited,EQ, Annual General Meeting/Dividend - Rs 0.75 Per Share,5,22-Aug-2019,23-Aug-2019,-,-,0.75
17,ONGC,Oil & Natural Gas Corporation Limited,EQ, Interim Dividend - Re 1 Per Sh,5,26-Mar-2019,27-Mar-2019,-,-,1
18,ONGC,Oil & Natural Gas Corporation Limited,EQ, Interim Dividend - Rs 5.25 Per Sh,5,28-Feb-2019,01-Mar-2019,-,-,5.25
0,RELIANCE,Reliance Industries Limited,EQ,Dividend - Rs 5.5 Per Share,10,14-Aug-2025,14-Aug-2025,-,-,5.5
2,RELIANCE,Reliance Industries Limited,EQ,Dividend - Rs 10 Per Share,10,19-Aug-2024,19-Aug-2024,-,-,10
3,RELIANCE,Reliance Industries Limited,EQ,Dividend - Rs 9 Per Share,10,21-Aug-2023,21-Aug-2023,-,-,9
5,RELIANCE,Reliance Industries Limited,EQ,Dividend - Rs 8 Per Share,10,18-Aug-2022,19-Aug-2022,-,-,8
6,RELIANCE,Reliance Industries Limited,EQ, Dividend - Rs 7 Per Share,10,11-Jun-2021,14-Jun-2021,-,-,7
7,RELIANCE,Reliance Industries Limited,EQ, Dividend - Rs 6.50  Per Share,10,02-Jul-2020,03-Jul-2020,-,-,6.50
9,RELIANCE,Reliance Industries Limited,EQ, Annual General Meeting/Dividend - Rs 6.50 Per Share,10,02-Aug-2019,05-Aug-2019,-,-,6.50
10,RELIANCE,Reliance Industries Limited,EQ, Dividend- Rs 6 Per Share,10,27-Jun-2018,28-Jun-2018,-,-,6
12,RELIANCE,Reliance Industries Limited,EQ, Dividend -  Rs 11/- Per Share,10,13-Jul-2017,14-Jul-2017,-,-,11
13,RELIANCE,Reliance Industries Limited,EQ, Interim Dividend - Rs 10.50/- Per Share (Purpose Revised),10,17-Mar-2016,18-Mar-2016,-,-,10.50
14,RELIANCE,Reliance Industries Limited,EQ,Dividend - Rs 10/- Per Share,10,08-May-2015,-,12-May-2015,15-May-2015,10
15,RELIANCE,Reliance Industries Limited,EQ,Dividend Rs. 9.50 Per Equity Share,10,16-May-2014,-,20-May-2014,23-May-2014,9.50
16,RELIANCE,Reliance Industries Limited,EQ,Annual General Meeting/ Dividend Rs. 9 Per Equity Share,10,10-May-2013,-,14-May-2013,18-May-2013,9
17,RELIANCE,Reliance Industries Limited,EQ,Annual General Meeting And Dividend Rs.8.50 Per Share,10,31-May-2012,-,02-Jun-2012,07-Jun-2012,8.50
18,RELIANCE,Reliance Industries Limited,EQ,Dividend-Rs.8/- Per Share,10,05-May-2011,-,09-May-2011,14-May-2011,8
19,RELIANCE,Reliance Industries Limited,EQ,Dividend Rs 7 Per Share,10,10-May-2010,-,12-May-2010,19-May-2010,7
0,SBILIFE,SBI Life Insurance Company Limited,EQ,Interim Dividend - Rs 2.70 Per Share,10,07-Mar-2025,07-Mar-2025,-,-,2.70
1,SBILIFE,SBI Life Insurance Company Limited,EQ,Interim Dividend - Rs 2.70 Per Share,10,15-Mar-2024,16-Mar-2024,-,-,2.70
2,SBILIFE,SBI Life Insurance Company Limited,EQ,Interim Dividend - Rs 2.50 Per Share,10,16-Mar-2023,16-Mar-2023,-,-,2.50
3,SBILIFE,SBI Life Insurance Company Limited,EQ,Interim Dividend - Rs 2 Per Share,10,29-Mar-2022,30-Mar-2022,-,-,2
4,SBILIFE,SBI Life Insurance Company Limited,EQ, Interim Dividend - Rs 2.5 Per Share,10,05-Apr-2021,06-Apr-2021,-,-,2.5
5,SBILIFE,SBI Life Insurance Company Limited,EQ, Interim Dividend - Rs 2 Per Share,10,03-Apr-2019,04-Apr-2019,-,-,2
6,SBILIFE,SBI Life Insurance Company Limited,EQ, Interim Dividend - Rs 2 Per Share (Purpose Revised),10,03-Apr-2018,04-Apr-2018,-,-,2
0,SBIN,State Bank of India,EQ,Dividend - Rs 15.90 Per Share,1,16-May-2025,16-May-2025,-,-,15.90
1,SBIN,State Bank of India,EQ,Dividend - Rs 13.70 Per Share,1,22-May-2024,22-May-2024,-,-,13.70
2,SBIN,State Bank of India,EQ,Dividend - Rs 11.30 Per Share,1,31-May-2023,-,01-Jun-2023,05-Jun-2023,11.30
3,SBIN,State Bank of India,EQ,Dividend - Rs 7.10 Per Share,1,25-May-2022,-,27-May-2022,31-May-2022,7.10
4,SBIN,State Bank of India,EQ, Dividend - Rs 4 Per Share,1,03-Jun-2021,04-Jun-2021,-,-,4
6,SBIN,State Bank of India,EQ, Dividend - Rs 2.60 Per Share (Purpose Revised),1,26-May-2017,-,30-May-2017,03-Jun-2017,2.60
7,SBIN,State Bank of India,EQ, Dividend - Rs 2.60/- Per Share,1,03-Jun-2016,-,07-Jun-2016,11-Jun-2016,2.60
8,SBIN,State Bank of India,EQ,Dividend - Rs 3.50/- Per Share (Purpose Revised),1,28-May-2015,-,30-May-2015,03-Jun-2015,3.50
10,SBIN,State Bank of India,EQ,Annual General Meeting And Dividend Rs 15 Per Share (Purpose Revised),1,29-May-2014,-,31-May-2014,04-Jun-2014,15
11,SBIN,State Bank of India,EQ,Interim Dividend Rs 15 Per Share,1,11-Mar-2014,-,13-Mar-2014,17-Mar-2014,15
12,SBIN,State Bank of India,EQ,Dividend Rs 41.50 Per Share (Purpose Revised),1,28-May-2013,-,30-May-2013,03-Jun-2013,41.50
13,SBIN,State Bank of India,EQ,Annual General Meeting And Dividend Rs 35 Per Share (Purpose Revised),1,24-May-2012,-,26-May-2012,31-May-2012,35
14,SBIN,State Bank of India,EQ,Dividend-Rs.30/- Per Share (Purpose Revised),1,20-May-2011,-,24-May-2011,28-May-2011,30
15,SBIN,State Bank of India,EQ,Final Dividend-Rs.20/- Per Share (Purpose Revised),1,09-Jun-2010,-,11-Jun-2010,16-Jun-2010,20
17,SBIN,State Bank of India,EQ,Dividend-Rs.29/ Per Share,1,10-Jun-2009,-,12-Jun-2009,19-Jun-2009,29
0,SHREECEM,SHREE CEMENT LIMITED,EQ,Interim Dividend - Rs 80 Per Share,10,03-Nov-2025,03-Nov-2025,-,-,80
1,SHREECEM,SHREE CEMENT LIMITED,EQ,Dividend - Rs 60 Per Share,10,21-Jul-2025,21-Jul-2025,-,-,60
2,SHREECEM,SHREE CEMENT LIMITED,EQ,Interim Dividend - Rs 50 Per Share,10,05-Feb-2025,05-Feb-2025,-,-,50
3,SHREECEM,SHREE CEMENT LIMITED,EQ,Dividend - Rs 55 Per Share,10,23-Jul-2024,23-Jul-2024,-,-,55
4,SHREECEM,SHREE CEMENT LIMITED,EQ,Interim Dividend - Rs 50 Per Share,10,08-Feb-2024,08-Feb-2024,-,-,50
5,SHREECEM,SHREE CEMENT LIMITED,EQ,Interim Dividend - Rs 55 Per Share,10,01-Jun-2023,01-Jun-2023,-,-,55
6,SHREECEM,SHREE CEMENT LIMITED,EQ,Interim Dividend - Rs   45 Per Share,10,16-Feb-2023,16-Feb-2023,-,-,45
7,SHREECEM,SHREE CEMENT LIMITED,EQ,Dividend - Rs 45 Per Share,10,13-Jul-2022,14-Jul-2022,-,-,45
8,SHREECEM,SHREE CEMENT LIMITED,EQ,Interim Dividend - Rs 45 Per Share,10,10-Feb-2022,12-Feb-2022,-,-,45
9,SHREECEM,SHREE CEMENT LIMITED,EQ, Dividend - Rs 60 Per Share,10,22-Jul-2021,24-Jul-2021,-,-,60
10,SHREECEM,SHREE CEMENT LIMITED,EQ, Interim Dividend - Rs 110 Per Share,10,24-Feb-2020,25-Feb-2020,-,-,110
11,SHREECEM,SHREE CEMENT LIMITED,EQ, Dividend - Rs 35 Per Share,10,31-Jul-2019,-,02-Aug-2019,09-Aug-2019,35
12,SHREECEM,SHREE CEMENT LIMITED,EQ, Interim Dividend - Rs 25 Per Share,10,29-Jan-2019,30-Jan-2019,-,-,25
13,SHREECEM,SHREE CEMENT LIMITED,EQ, Dividend- Rs 30 Per Share,10,20-Jul-2018,-,24-Jul-2018,30-Jul-2018,30
14,SHREECEM,SHREE CEMENT LIMITED,EQ, Interim Dividend - Rs 20 Per Share (Purpose Revised),10,18-Jan-2018,19-Jan-2018,-,-,20
15,SHREECEM,SHREE CEMENT LIMITED,EQ, Dividend - Rs 24 Per Share,10,21-Jul-2017,-,25-Jul-2017,31-Jul-2017,24
16,SHREECEM,SHREE CEMENT LIMITED,EQ, Special Dividend Rs 100/- Per Share (Purpose Revised),10,06-Feb-2017,07-Feb-2017,-,-,100
17,SHREECEM,SHREE CEMENT LIMITED,EQ, Interim Dividend - Rs 16/- Per Share (Purpose Revised),10,22-Aug-2016,23-Aug-2016,-,-,16
19,SHREECEM,SHREE CEMENT LIMITED,EQ, Interim Dividend - Rs 12/- Per Share (Pupose Revised),10,17-Mar-2016,18-Mar-2016,-,-,12
0,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 4.80 Per Share,2,07-Nov-2025,07-Nov-2025,-,-,4.80
1,SHRIRAMFIN,Shriram Finance Limited,EQ,Dividend - Rs 3 Per Share,2,11-Jul-2025,11-Jul-2025,-,-,3
2,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 2.50 Per Share,2,31-Jan-2025,31-Jan-2025,-,-,2.50
4,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 22 Per Share,2,07-Nov-2024,07-Nov-2024,-,-,22
5,SHRIRAMFIN,Shriram Finance Limited,EQ,Annual General Meeting/Dividend - Rs  15 Per Share,2,23-Jul-2024,-,24-Jul-2024,30-Jul-2024,15
6,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 10 Per Share,2,06-Feb-2024,06-Feb-2024,-,-,10
7,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 20 Per Share,2,06-Nov-2023,06-Nov-2023,-,-,20
8,SHRIRAMFIN,Shriram Finance Limited,EQ,Annual General Meeting/Dividend - Rs 20 Per Share,2,16-Jun-2023,-,17-Jun-2023,23-Jun-2023,20
9,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 15 Per Share,2,03-Jan-2023,04-Jan-2023,-,-,15
11,SHRIRAMFIN,Shriram Finance Limited,EQ,Interim Dividend - Rs 12 Per Share,2,11-Mar-2022,14-Mar-2022,-,-,12
12,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend - Rs 8 Per Share,2,09-Nov-2021,10-Nov-2021,-,-,8
13,SHRIRAMFIN,Shriram Finance Limited,EQ, Annual General Meeting/Dividend - Rs 6 Per Share,2,16-Jun-2021,-,18-Jun-2021,24-Jun-2021,6
14,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend - Rs 6 Per Share,2,05-Apr-2021,06-Apr-2021,-,-,6
15,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend - Rs 6 Per Share,2,09-Nov-2020,10-Nov-2020,-,-,6
18,SHRIRAMFIN,Shriram Finance Limited,EQ, Interim Dividend-Rs 5 Per Sh,2,07-Nov-2019,08-Nov-2019,-,-,5
19,SHRIRAMFIN,Shriram Finance Limited,EQ, Annual General Meeting/Dividend - Rs 7 Per Share,2,19-Jun-2019,-,21-Jun-2019,27-Jun-2019,7
1,SIEMENS,Siemens Limited,EQ,Dividend - Rs 12 Per Share,2,30-Jan-2025,30-Jan-2025,-,-,12
2,SIEMENS,Siemens Limited,EQ,Dividend - Rs 10 Per Share,2,30-Jan-2024,-,31-Jan-2024,13-Feb-2024,10
3,SIEMENS,Siemens Limited,EQ,Dividend - Rs 10 Per Share,2,31-Jan-2023,-,01-Feb-2023,14-Feb-2023,10
4,SIEMENS,Siemens Limited,EQ,Dividend - Rs 8 Per Share,2,20-Jan-2022,-,22-Jan-2022,04-Feb-2022,8
5,SIEMENS,Siemens Limited,EQ, Dividend - Rs 7 Per Share,2,27-Jan-2021,-,29-Jan-2021,12-Feb-2021,7
6,SIEMENS,Siemens Limited,EQ, Dividend - Rs 7 Per Share,2,03-Feb-2020,-,05-Feb-2020,11-Feb-2020,7
7,SIEMENS,Siemens Limited,EQ, Dividend- Rs 7/- Per Share,2,28-Jan-2019,-,30-Jan-2019,06-Feb-2019,7
8,SIEMENS,Siemens Limited,EQ, Dividend- Rs 7/- Per Share,2,25-Jan-2018,-,30-Jan-2018,06-Feb-2018,7
9,SIEMENS,Siemens Limited,EQ, Dividend - Rs 6/- Per Share,2,31-Jan-2017,-,02-Feb-2017,08-Feb-2017,6
10,SIEMENS,Siemens Limited,EQ, Interim Dividend - Rs 27.50/- Per Share,2,12-Aug-2016,17-Aug-2016,-,-,27.50
11,SIEMENS,Siemens Limited,EQ, Final Dividend Rs 6/- Plus Special Dividend Rs 4/- Per Share,2,21-Jan-2016,-,23-Jan-2016,29-Jan-2016,6
12,SIEMENS,Siemens Limited,EQ,Annual General Meeting/Final Dividend - Rs 6/- Per Share,2,14-Jan-2015,-,16-Jan-2015,30-Jan-2015,6
13,SIEMENS,Siemens Limited,EQ,Annual General Meeting / Dividend - Rs 5/- Per Share,2,15-Jan-2014,-,17-Jan-2014,30-Jan-2014,5
14,SIEMENS,Siemens Limited,EQ,Annual General Meeting / Dividend Rs. 6/- Per Share,2,16-Jan-2013,-,18-Jan-2013,31-Jan-2013,6
15,SIEMENS,Siemens Limited,EQ,Dividend - Rs.6/- Per Share,2,16-Jan-2012,-,18-Jan-2012,31-Jan-2012,6
16,SIEMENS,Siemens Limited,EQ,Dividend-Rs.5/- Per Share,2,18-Jan-2011,-,20-Jan-2011,28-Jan-2011,5
17,SIEMENS,Siemens Limited,EQ,Dividend-Rs.5/- Per Share,2,19-Jan-2010,-,21-Jan-2010,29-Jan-2010,5
18,SIEMENS,Siemens Limited,EQ,Agm/Dividend - 150%,2,14-Jan-2009,-,16-Jan-2009,30-Jan-2009,
0,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Dividend - Rs 5.50 Per Share,1,07-Jul-2025,07-Jul-2025,-,-,5.50
1,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Interim Dividend - Rs 10.50 Per Share,1,06-Feb-2025,06-Feb-2025,-,-,10.50
2,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Dividend - Rs 5 Per Share,1,12-Jul-2024,12-Jul-2024,-,-,5
3,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Interim Dividend - Rs 8.50 Per Share,1,09-Feb-2024,09-Feb-2024,-,-,8.50
4,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Dividend - Rs 4 Per Share,1,28-Jul-2023,28-Jul-2023,-,-,4
5,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Interim Dividend - Rs 7.50 Per Share,1,08-Feb-2023,08-Feb-2023,-,-,7.50
6,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Dividend - Rs 3 Per Share,1,19-Aug-2022,22-Aug-2022,-,-,3
7,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Interim Dividend - Rs 7 Per Share,1,09-Feb-2022,10-Feb-2022,-,-,7
8,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend - Rs 2 Per Share,1,23-Aug-2021,-,25-Aug-2021,31-Aug-2021,2
9,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Interim Dividend - Rs 5.50 Per Share,1,09-Feb-2021,10-Feb-2021,-,-,5.50
10,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend - Re 1 Per Share,1,19-Aug-2020,-,21-Aug-2020,27-Aug-2020,1
11,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Interim Dividend - Rs 3 Per Share,1,17-Feb-2020,18-Feb-2020,-,-,3
12,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend - Rs 2.75 Per Share,1,20-Aug-2019,-,22-Aug-2019,28-Aug-2019,2.75
13,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend Rs 2 Per Share,1,17-Sep-2018,-,19-Sep-2018,26-Sep-2018,2
14,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend - Rs 3.50 Per Share,1,18-Sep-2017,-,20-Sep-2017,26-Sep-2017,3.50
15,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/Dividend Re 1/- Per Share,1,08-Sep-2016,-,10-Sep-2016,17-Sep-2016,1
17,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ, Annual General Meeting/ Dividend - Rs 3/- Per Share,1,21-Oct-2015,-,24-Oct-2015,31-Oct-2015,3
18,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Annual General Meeting / Dividend - Rs 1.50/- Per Share,1,11-Sep-2014,-,13-Sep-2014,27-Sep-2014,1.50
19,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,Annual General Meeting / Dividend - Rs 2.50/- Per Share,1,19-Sep-2013,-,23-Sep-2013,30-Sep-2013,2.50
0,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Dividend - Rs 8.25 Per Share,1,29-May-2025,29-May-2025,-,-,8.25
2,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Dividend - Rs 7.75 Per Share,1,24-May-2024,24-May-2024,-,-,7.75
3,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/Dividend - Rs 8.45 Per Share,1,19-May-2023,-,20-May-2023,26-May-2023,8.45
4,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/Dividend - Rs  6.05 Per Share,1,09-Jun-2022,-,11-Jun-2022,17-Jun-2022,6.05
5,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/Dividend - Rs 4.05 Per Share,1,10-Jun-2021,-,12-Jun-2021,18-Jun-2021,4.05
6,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/Dividend -Rs 2.70 Per Share,1,18-Jun-2020,-,22-Jun-2020,29-Jun-2020,2.70
7,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/ Dividend - Rs 2.50 Per Share,1,24-May-2019,-,28-May-2019,04-Jun-2019,2.50
8,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting / Dividend- Rs 2.50 Per Share,1,20-Jun-2018,-,22-Jun-2018,05-Jul-2018,2.50
9,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/Dividend- Rs 2.35 Per Share,1,04-Aug-2017,-,08-Aug-2017,18-Aug-2017,2.35
10,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ, Annual General Meeting/Dividend Rs 2.25 Per Share,1,08-Aug-2016,-,10-Aug-2016,24-Aug-2016,2.25
11,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/ Dividend - Rs 2.25/- Per Share,1,30-Jul-2015,-,01-Aug-2015,14-Aug-2015,2.25
12,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting / Dividend - Rs 2.25/- Per Share,1,05-Aug-2014,-,07-Aug-2014,14-Aug-2014,2.25
13,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/Dividend Rs 2.15/- Per Share,1,27-Jun-2013,-,02-Jul-2013,15-Jul-2013,2.15
14,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting/ Dividend Rs. 2.15 Per Share,1,09-Aug-2012,-,11-Aug-2012,31-Aug-2012,2.15
15,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,1,10-Aug-2011,-,12-Aug-2011,30-Aug-2011,2
16,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Annual General Meeting And Dividend Rs.2/- Per Share,1,05-Aug-2010,-,08-Aug-2010,23-Aug-2010,2
18,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Agm/Div-17.50 Per Share,1,13-Aug-2009,-,15-Aug-2009,01-Sep-2009,
19,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,Agm/Div-Rs.15 + Spl-Rs.20,1,01-Aug-2008,-,05-Aug-2008,22-Aug-2008,15
0,TATAPOWER,Tata Power Company Limited,EQ,Dividend - Rs 2.25 Per Share,1,20-Jun-2025,20-Jun-2025,-,-,2.25
1,TATAPOWER,Tata Power Company Limited,EQ,Dividend - Rs 2 Per Share,1,04-Jul-2024,04-Jul-2024,-,-,2
2,TATAPOWER,Tata Power Company Limited,EQ,Annual General Meeting/Dividend - Rs 2 Per Share,1,07-Jun-2023,-,08-Jun-2023,14-Jun-2023,2
3,TATAPOWER,Tata Power Company Limited,EQ,Dividend - Rs 1.75 Per Share,1,15-Jun-2022,-,17-Jun-2022,07-Jul-2022,1.75
4,TATAPOWER,Tata Power Company Limited,EQ, Dividend - Rs 1.55 Per Share,1,17-Jun-2021,-,19-Jun-2021,05-Jul-2021,1.55
5,TATAPOWER,Tata Power Company Limited,EQ, Annual General Meeting/Dividend - Rs 1.55 Per Share,1,14-Jul-2020,-,16-Jul-2020,30-Jul-2020,1.55
6,TATAPOWER,Tata Power Company Limited,EQ, Annual General Meeting/Dividend - Rs 1.30 Per,1,04-Jun-2019,-,07-Jun-2019,18-Jun-2019,1.30
7,TATAPOWER,Tata Power Company Limited,EQ, Dividend Rs - 1.30 Per Share (Date Revised),1,12-Jul-2018,-,14-Jul-2018,27-Jul-2018,1.30
8,TATAPOWER,Tata Power Company Limited,EQ, Dividend - Rs 1.30/- Per Share,1,10-Aug-2017,-,12-Aug-2017,23-Aug-2017,1.30
9,TATAPOWER,Tata Power Company Limited,EQ, Dividend-Rs.1.30/- Per Share (Book Closure Dates Revised),1,07-Sep-2016,-,09-Sep-2016,21-Sep-2016,1.30
10,TATAPOWER,Tata Power Company Limited,EQ,Annual General Meeting/ Dividend - Rs 1.30/- Per Share,1,20-Jul-2015,-,22-Jul-2015,05-Aug-2015,1.30
11,TATAPOWER,Tata Power Company Limited,EQ,Annual General Meeting/Dividend - Rs.1.25 Per Share,1,23-Jul-2014,-,25-Jul-2014,13-Aug-2014,1.25
13,TATAPOWER,Tata Power Company Limited,EQ,Annual General Meeting / Dividend - Rs.1.15/- Per Equity Share,1,26-Jul-2013,-,30-Jul-2013,16-Aug-2013,1.15
14,TATAPOWER,Tata Power Company Limited,EQ,Annual General Meeting/Dividend Re 1.25 Per Share,1,24-Jul-2012,-,26-Jul-2012,17-Aug-2012,1.25
16,TATAPOWER,Tata Power Company Limited,EQ,Dividend-Rs.12.50 Per Share,1,02-Aug-2011,-,04-Aug-2011,24-Aug-2011,12.50
17,TATAPOWER,Tata Power Company Limited,EQ,Dividend-Rs.12/- Per Share,1,16-Aug-2010,-,18-Aug-2010,08-Sep-2010,12
18,TATAPOWER,Tata Power Company Limited,EQ,Agm/Div-Rs.11.50 Pr Share,1,14-Jul-2009,-,16-Jul-2009,06-Aug-2009,11.50
19,TATAPOWER,Tata Power Company Limited,EQ,Agm/Dividend - 105%,1,18-Aug-2008,-,21-Aug-2008,10-Sep-2008,
0,TATASTEEL,Tata Steel Limited,EQ,Dividend - Rs 3.60 Per Share,1,06-Jun-2025,06-Jun-2025,-,-,3.60
1,TATASTEEL,Tata Steel Limited,EQ,Dividend - Rs 3.60 Per Share,1,21-Jun-2024,21-Jun-2024,-,-,3.60
2,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting/Dividend - Rs 3.60 Per Share,1,22-Jun-2023,-,23-Jun-2023,05-Jul-2023,3.60
4,TATASTEEL,Tata Steel Limited,EQ,Annual General Meeting/Dividend - Rs  51 Per Share,1,15-Jun-2022,-,17-Jun-2022,28-Jun-2022,51
